Text,Market_change
"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",Up
"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job, we are all very proud of you!",Up
It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence. ,Up
Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,Up
Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump and Russia.,Down
"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin. Why didn't they stop them? Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX! Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!",Down
I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,Down
"With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I have no idea whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings.",Down
"As promised, our campaign against the MS-13 gang continues. ""@ICEgov Busts 39 MS-13 Members in New York Operation""",Down
"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",Up
"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is dead.",Up
.@FLOTUS and I were honored to host our first WH Congressional Picnic. A wonderful evening and tradition. @MarineBand: ,Up
"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!",Up
"Today, it was a tremendous honor for me to sign the #VAaccountability Act into law, delivering my campaign promise to our #AmericanHeroes! ",Up
I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!,NC
"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",NC
"Democrats slam GOP healthcare proposal as Obamacare premiums and deductibles increase by over 100%. Remember keep your doctor, keep your plan?",NC
Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,NC
"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action? Focus on them, not T!",NC
Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,NC
"The Democrats have become nothing but OBSTRUCTIONISTS, they have no policies or ideas. All they do is delay and complain.They own ObamaCare!",NC
"The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win and did not want to ""rock the boat."" He didn't ""choke,"" he colluded or obstructed, and it did the Dems and Crooked Hillary no good.",NC
"The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia under a magnifying glass, they have zero ""tapes"" of T people colluding. There is no collusion and no obstruction. I should be given apology!",NC
"Republican Senators are working very hard to get there, with no help from the Democrats. Not easy! Perhaps just let OCare crash and burn!",NC
Very grateful for the 9-O decision from the U. S. Supreme Court. We must keep America SAFE!,NC
"From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election."" Check out his statement - Witch Hunt!",Up
"Great day for America's future Security and Safety, courtesy of the U.S. Supreme Court. I will keep fighting for the American people, and WIN!",Up
"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!",Up
Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,Up
"So they caught Fake News CNN cold, but what about NBC, CBS and ABC? What about the failing @nytimes and @washingtonpost? They are all Fake News!",Up
Democrats purposely misstated Medicaid under new Senate bill - actually goes up. ,Up
"Today, I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow.",Up
"The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!",Up
The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,Up
"With ZERO Democrats to help, and a failed, expensive and dangerous ObamaCare as the Dems legacy, the Republican Senators are working hard!",Up
"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong, I know the subject well and want victory for U.S.",Up
"I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right, unlike OCare!",Up
"From my first day in office, we've taken swift action to lift the crushing restrictions on American energy. Remarks: ",Up
Tomorrow the House votes on #KatesLaw and No Sanctuary For Criminals Act. Lawmakers must vote to put American safety first! #SaveAmericanLives ,Up
New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.,Up
"I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore). Then how come low I.Q. Crazy Mika, along with Psycho Joe, came to Mar-a-Lago 3 nights in a row around New Year's Eve, and insisted on joining me. She was bleeding badly from a face-lift. I said no!",Up
"Today, the House votes on two crucial bills: #NoSanctuaryForCriminalsAct #KatesLaw Pass these bills and lets MAKE AMERICA SAFE AGAIN ",Up
"""Mattis Says Trump's Warning Stopped Chemical Weapons Attack In Syria"" ",Up
"I am encouraged by President Moon's assurances that he will work to level the playing field for American workers, businesses, and automakers. ",Down
Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show,Down
The era of strategic patience with the North Korea regime has failed. That patience is over. We are working closely with.... ,Down
Crime and killings in Chicago have reached such epidemic proportions that I am sending in Federal help. 1714 shootings in Chicago this year!,Down
